n,id,name,forename,surname,course,school,tutor,career,year,support,photo,username
218,10650518,Ottilie Scarlin,Ottilie,Scarlin,BSc Hons Accounting and Business,Business School,Frances Coady,PGT,4,Y,1,dgydy6
219,10905168,Allister Speakman,Allister,Speakman,MSc Business and Management,Biosciences,Patricia Collins,PGR,4,N,49,swytb6
220,10976259,Bernie Starmont,Bernie,Starmont,MSc Business and Management,Business School,Andrew Allen,PGR,1,Y,14,lhyms8
221,10694002,Abe Hucker,Abe,Hucker,MSc International Business,Politics and International Relations,Andrew Allen,PGT,2,N,22,ezyly1
222,10774980,Niki Ambrose,Niki,Ambrose,MSc Business and Management,Philosophy,Simon Chew,PGT,3,N,24,slyqd6
223,10402999,Huntley Ekell,Huntley,Ekell,BSc Hons Agricultural Business Management,Biosciences,Kate Beard,PGR,1,N,1,kjyvb3
224,10834620,Tabbie Stobbs,Tabbie,Stobbs,BSc Hons Agricultural Business Management,Law,Andrew Allen,UG,2,N,1,pyybi9
225,10757840,Paulette McColl,Paulette,McColl,BA Hons Geography with Business,Politics and International Relations,Susan Burke,PGT,1,N,20,gcyfa4
226,10974730,Wendie Edes,Wendie,Edes,MSc International Business,Law,Kate Beard,PGT,3,Y,46,zxyfj4
227,10081507,Harlen Harral,Harlen,Harral,MSc Business and Management,Law,Patricia Collins,PGT,2,N,29,gyysr5
228,10247591,Matteo McClaurie,Matteo,McClaurie,MSc International Business,Biosciences,Patricia Collins,UG,1,N,38,jnykl5
229,10917277,Stanislaus Rosini,Stanislaus,Rosini,BSc Hons Accounting and Business,Politics and International Relations,Frances Coady,PGR,3,N,4,vxyij1
230,10053439,Waldon Stealfox,Waldon,Stealfox,MSc Business and Management,Business School,Kevin Berry,PGT,2,Y,27,cyyis7
231,10745999,Helli Cheeld,Helli,Cheeld,BA Hons Geography with Business,Biosciences,Allison Chan,PGT,3,Y,35,dfykt4
232,10686938,Bram Cianelli,Bram,Cianelli,BSc Hons Accounting and Business,Law,Allison Chan,PGT,2,N,47,ugyun4
233,10377709,Oates Brehault,Oates,Brehault,BSc Hons Accounting and Business,Philosophy,Patricia Collins,UG,3,Y,34,bgykb2
234,10857107,Dacy Yezafovich,Dacy,Yezafovich,MSc Business and Management,Philosophy,Simon Chew,PGT,3,N,49,gvydc6
235,10002688,Willamina Trobey,Willamina,Trobey,MSc Business and Management,Business School,Susan Burke,PGT,1,N,19,qtyik9
236,10037564,Mitzi Kleinhausen,Mitzi,Kleinhausen,BSc Hons Agricultural Business Management,Biosciences,Andrew Allen,UG,1,Y,38,ufyja6
237,10439235,Courtnay Cheatle,Courtnay,Cheatle,BSc Hons Agricultural Business Management,Biosciences,Kevin Berry,UG,1,Y,15,vqyrk0
238,10052747,Maryanna Philliphs,Maryanna,Philliphs,MSc Business and Management,Law,Joshua Clarke,PGR,1,N,31,qzyau1
239,10257876,Igor Linster,Igor,Linster,BA Hons Geography with Business,Law,Kevin Berry,UG,1,N,45,cnyqe2
240,10964856,Gertie Ebunoluwa,Gertie,Ebunoluwa,MSc International Business,Politics and International Relations,Kate Beard,PGR,1,N,20,kcyuv9
241,10984430,Iain Trammel,Iain,Trammel,MBA Business Administration,Law,Kate Beard,PGT,1,N,9,vyyjv2
242,10241475,Conney Mitcham,Conney,Mitcham,MBA Business Administration,Law,Frances Coady,PGT,3,N,14,eiymy7
243,10087683,Sadella Sturgess,Sadella,Sturgess,BA Hons Geography with Business,Biosciences,Susan Burke,PGT,3,N,46,yryii4
244,10225389,Gino Pharo,Gino,Pharo,MSc Business and Management,Politics and International Relations,Kate Beard,PGT,2,N,24,qvyoz5
245,10796431,Ginny Seals,Ginny,Seals,MBA Business Administration,Business School,Simon Chew,PGR,1,N,43,tmysb3
246,10875185,Vasilis Zamora,Vasilis,Zamora,BSc Hons Agricultural Business Management,Law,Kate Beard,PGR,1,N,33,ncyut0
247,10183993,Alexander O'Nion,Alexander,O'Nion,MBA Business Administration,Business School,Susan Burke,PGR,1,N,10,vsyjw0
248,10461281,Cami Ivashechkin,Cami,Ivashechkin,MSc Business and Management,Business School,Frances Coady,PGT,3,N,49,hoyhm1
249,10593060,Michaelina Frondt,Michaelina,Frondt,MSc International Business,Politics and International Relations,Susan Burke,PGR,3,N,31,dyyvo3
250,10953891,Hermy Huscroft,Hermy,Huscroft,BSc Hons Agricultural Business Management,Biosciences,Allison Chan,UG,4,N,25,qmyaw0
251,10008060,Sheff Brownsill,Sheff,Brownsill,MSc Business and Management,Law,Kevin Berry,PGR,1,N,4,taypc0
252,10850131,Gris Tegler,Gris,Tegler,MBA Business Administration,Philosophy,Joshua Clarke,UG,1,N,45,doyoz8
253,10731384,Antonella Eborn,Antonella,Eborn,BA Hons Geography with Business,Philosophy,Patricia Collins,PGR,3,N,24,fxyfr9
254,10501756,Valeda Leaves,Valeda,Leaves,MSc International Business,Philosophy,Frances Coady,PGT,4,N,15,ikyqi1
255,10790250,Kimble Barnardo,Kimble,Barnardo,MSc Business and Management,Philosophy,Allison Chan,PGT,2,N,43,jsynp7
256,10618014,Risa Tice,Risa,Tice,MSc International Business,Philosophy,Kate Beard,UG,2,N,36,kiyqm2
257,10229801,Reagen Canacott,Reagen,Canacott,MSc Business and Management,Biosciences,Kate Beard,UG,2,N,9,qvyrv5
258,10361584,Flore McLeish,Flore,McLeish,BA Hons Geography with Business,Biosciences,Kevin Berry,UG,3,N,4,xgypc5
259,10158596,Fionna Patrie,Fionna,Patrie,BA Hons Geography with Business,Biosciences,Frances Coady,PGT,2,N,24,uaygt6
260,10458632,Charley Brome,Charley,Brome,BSc Hons Agricultural Business Management,Philosophy,Susan Burke,PGT,3,N,26,qmyfa6
261,10661067,Gelya Ranns,Gelya,Ranns,BSc Hons Agricultural Business Management,Philosophy,Frances Coady,PGT,1,N,35,jyyps6
262,10510471,Dulce Grollmann,Dulce,Grollmann,BSc Hons Agricultural Business Management,Law,Joshua Clarke,PGR,4,N,4,fuyli6
263,10086648,Lanni Kaubisch,Lanni,Kaubisch,BSc Hons Accounting and Business,Politics and International Relations,Andrew Allen,PGR,2,N,33,beydi0
264,10529775,Olia Coppock.,Olia,Coppock.,MSc International Business,Biosciences,Frances Coady,PGT,3,N,3,uxygi0
265,10800908,Gloriana Ramstead,Gloriana,Ramstead,BSc Hons Accounting and Business,Philosophy,Simon Chew,PGT,3,Y,7,adyjb2
266,10912311,Norma Burker,Norma,Burker,MBA Business Administration,Business School,Patricia Collins,UG,1,N,16,onymc0
267,10297358,Barret Chew,Barret,Chew,MSc Business and Management,Business School,Andrew Allen,UG,1,N,47,bjyvf0
268,10212820,Myrtie Dorning,Myrtie,Dorning,BSc Hons Accounting and Business,Business School,Joshua Clarke,PGR,1,N,50,suyeu0
269,10471100,Marj Bramer,Marj,Bramer,BA Hons Geography with Business,Biosciences,Allison Chan,UG,2,N,8,sgyzx1
270,10913732,Cynthy Brailey,Cynthy,Brailey,BSc Hons Agricultural Business Management,Business School,Kevin Berry,PGT,3,N,44,xwyxo2
271,10720385,Glynda Janczewski,Glynda,Janczewski,MSc International Business,Business School,Allison Chan,PGR,2,N,40,yxyax3
272,10989579,Wilmette Semor,Wilmette,Semor,MSc Business and Management,Business School,Andrew Allen,PGR,1,N,41,bgyzr3
273,10486880,Dora Bartholat,Dora,Bartholat,MSc International Business,Politics and International Relations,Kevin Berry,PGR,1,Y,5,rcynq1
274,10331290,Genia Diamant,Genia,Diamant,MSc International Business,Biosciences,Allison Chan,UG,1,N,41,ovype0
275,10028550,Fransisco Ansell,Fransisco,Ansell,MBA Business Administration,Biosciences,Susan Burke,PGR,2,Y,42,seyrm1
276,10108058,Inez Rugg,Inez,Rugg,MSc Business and Management,Law,Frances Coady,PGT,1,Y,48,vdyxr4
277,10845509,Hagen Sabben,Hagen,Sabben,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,PGR,1,N,1,fvyde7
278,10643079,Lea Harriss,Lea,Harriss,BSc Hons Agricultural Business Management,Biosciences,Allison Chan,UG,2,N,30,ngyqc9
279,10864164,Cobby Grogono,Cobby,Grogono,BSc Hons Agricultural Business Management,Philosophy,Andrew Allen,PGT,2,N,40,umywa8
280,10939803,Gibb McGeoch,Gibb,McGeoch,MSc Business and Management,Law,Andrew Allen,UG,4,N,32,vxyly0
281,10719981,Wynn Odcroft,Wynn,Odcroft,MBA Business Administration,Politics and International Relations,Simon Chew,UG,3,N,32,gsywt4
282,10861231,Shanna Mapples,Shanna,Mapples,MSc International Business,Law,Kevin Berry,PGT,4,N,24,jgybk5
283,10926009,Mallory Kinneir,Mallory,Kinneir,MSc International Business,Politics and International Relations,Susan Burke,PGT,2,N,12,pgydu7
284,10972656,Carola Lambswood,Carola,Lambswood,MBA Business Administration,Biosciences,Simon Chew,UG,3,N,16,dmylg7
285,10165821,Staci Fouracres,Staci,Fouracres,MSc International Business,Philosophy,Patricia Collins,PGT,3,N,41,xqykf9
286,10931710,Natale Compston,Natale,Compston,BA Hons Geography with Business,Law,Allison Chan,PGR,1,N,14,ksylc0
287,10456279,Herrick Shurman,Herrick,Shurman,BA Hons Geography with Business,Business School,Simon Chew,PGR,3,N,44,fcyjv4
288,10974692,Hardy Driutti,Hardy,Driutti,BSc Hons Agricultural Business Management,Business School,Allison Chan,PGT,1,N,38,ktyic5
289,10321457,Teresina Doulden,Teresina,Doulden,MSc Business and Management,Philosophy,Kevin Berry,UG,1,N,32,chyqo2
290,10148544,Regina Mechell,Regina,Mechell,MSc International Business,Philosophy,Joshua Clarke,PGT,3,N,30,jrywm3
291,10143078,Fletch Coles,Fletch,Coles,MBA Business Administration,Philosophy,Susan Burke,PGT,3,N,44,plydl5
292,10708971,Minnnie Baudichon,Minnnie,Baudichon,MSc International Business,Philosophy,Susan Burke,PGR,1,N,36,hsyvv0
293,10240231,Rosana Heineke,Rosana,Heineke,MSc International Business,Law,Kate Beard,PGT,1,N,32,ktyto4
294,10517995,Winna Calleja,Winna,Calleja,BSc Hons Agricultural Business Management,Biosciences,Patricia Collins,PGR,3,N,30,djyuv7
295,10685833,Gabbie Bonhomme,Gabbie,Bonhomme,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,PGR,2,N,2,qdybd2
296,10335711,Kale Masserel,Kale,Masserel,MBA Business Administration,Law,Kate Beard,PGR,4,N,43,xoypj1
297,10286277,Audy Warke,Audy,Warke,MBA Business Administration,Business School,Patricia Collins,PGT,1,N,45,mxylg0
298,10244653,Alicea Adolfson,Alicea,Adolfson,MSc International Business,Politics and International Relations,Simon Chew,UG,1,N,27,naynn6
299,10625754,Elianora Chopping,Elianora,Chopping,BSc Hons Accounting and Business,Politics and International Relations,Kate Beard,UG,1,N,46,paywr7
300,10839620,Bibby O'Shavlan,Bibby,O'Shavlan,MSc International Business,Law,Allison Chan,PGT,1,N,7,vpyfz7
301,10421852,Tersina Elloway,Tersina,Elloway,MBA Business Administration,Business School,Andrew Allen,PGR,3,N,34,qeyiu6
302,10884405,Odelia Angel,Odelia,Angel,MSc International Business,Philosophy,Allison Chan,PGT,4,N,33,giyzi8
303,10026901,Alvin Lowthian,Alvin,Lowthian,MSc International Business,Business School,Susan Burke,PGR,1,N,17,tjyvl6
304,10522964,Margaux Arnau,Margaux,Arnau,MSc International Business,Philosophy,Kevin Berry,PGT,3,N,5,rmyxg2
305,10068164,Rachele Erb,Rachele,Erb,MBA Business Administration,Business School,Susan Burke,PGT,1,Y,14,mgyoq9
306,10982336,Lutero Bigland,Lutero,Bigland,BSc Hons Agricultural Business Management,Politics and International Relations,Patricia Collins,PGR,2,N,8,gzycy8
307,10430878,Sondra Arnason,Sondra,Arnason,BSc Hons Accounting and Business,Politics and International Relations,Frances Coady,UG,2,N,17,pcywh2
308,10450473,Ninette Harrie,Ninette,Harrie,BA Hons Geography with Business,Politics and International Relations,Simon Chew,PGT,2,N,27,tayrd5
309,10246872,Bev Rispen,Bev,Rispen,MBA Business Administration,Law,Simon Chew,PGT,3,N,50,xrypk9
310,10509671,Ezri Amos,Ezri,Amos,MSc International Business,Biosciences,Kevin Berry,PGT,1,N,17,njydi9
311,10520721,Ailis Martygin,Ailis,Martygin,BSc Hons Agricultural Business Management,Philosophy,Susan Burke,PGT,3,N,13,duykw3
312,10167441,Henrie Spray,Henrie,Spray,BSc Hons Agricultural Business Management,Biosciences,Patricia Collins,PGR,1,N,12,rqyut9
313,10370587,Gilemette Antonognoli,Gilemette,Antonognoli,BSc Hons Agricultural Business Management,Law,Kate Beard,PGT,1,N,39,ahyfu2
314,10550084,Sauncho Chalfont,Sauncho,Chalfont,BA Hons Geography with Business,Biosciences,Susan Burke,UG,2,N,15,geyye4
315,10034733,Pearce Stronach,Pearce,Stronach,BSc Hons Agricultural Business Management,Business School,Frances Coady,UG,2,N,35,hyysg8
316,10091443,Sunshine Pinfold,Sunshine,Pinfold,BSc Hons Accounting and Business,Business School,Patricia Collins,UG,2,N,39,joywv8
317,10575763,Hale Collinson,Hale,Collinson,MSc Business and Management,Law,Susan Burke,PGT,3,N,36,ggyln8
318,10760890,Ammamaria Dalmon,Ammamaria,Dalmon,BA Hons Geography with Business,Politics and International Relations,Kevin Berry,PGT,1,N,27,cvyrc8
319,10566554,Derril Monelle,Derril,Monelle,MSc Business and Management,Politics and International Relations,Allison Chan,UG,2,N,7,xvyvz8
320,10276549,Alexine Collopy,Alexine,Collopy,BSc Hons Agricultural Business Management,Business School,Patricia Collins,UG,1,Y,34,jkysc2
321,10578315,Joseph Gehrts,Joseph,Gehrts,BSc Hons Accounting and Business,Law,Susan Burke,PGT,3,Y,4,akyii8
322,10099971,Claribel Pallister,Claribel,Pallister,BSc Hons Accounting and Business,Politics and International Relations,Joshua Clarke,UG,4,N,11,vdyho6
323,10345756,Ailis Lain,Ailis,Lain,MBA Business Administration,Law,Kate Beard,PGT,1,N,14,hsynv7
324,10545381,Celestina Niblo,Celestina,Niblo,BSc Hons Agricultural Business Management,Politics and International Relations,Susan Burke,PGT,1,N,2,gcyfu1
325,10556065,Matti Brockwell,Matti,Brockwell,MSc Business and Management,Biosciences,Kate Beard,UG,3,N,10,qbyks4
326,10659585,Kaylyn Sauvan,Kaylyn,Sauvan,MSc Business and Management,Philosophy,Allison Chan,PGR,3,N,13,yuyjc0
327,10709702,Panchito De Roeck,Panchito,De,BSc Hons Agricultural Business Management,Politics and International Relations,Joshua Clarke,PGT,3,N,40,bvyna4
328,10607531,Rebeka Trainer,Rebeka,Trainer,BSc Hons Agricultural Business Management,Philosophy,Allison Chan,PGT,1,N,48,ckybv9
329,10984489,Joanne Skala,Joanne,Skala,MSc International Business,Business School,Susan Burke,PGT,3,N,47,bpyju6
330,10295389,Bear Campo,Bear,Campo,BSc Hons Accounting and Business,Philosophy,Joshua Clarke,UG,2,N,15,nyytz7
331,10113937,Liz Pietranek,Liz,Pietranek,MSc International Business,Business School,Joshua Clarke,PGR,1,N,16,oaygh3
332,10840187,Alexandre Roder,Alexandre,Roder,BA Hons Geography with Business,Philosophy,Simon Chew,PGT,3,N,5,icyni9
333,10558931,Benedikta Keijser,Benedikta,Keijser,MSc Business and Management,Business School,Susan Burke,PGR,2,N,50,njyrv5
334,10940489,Bellanca Brattell,Bellanca,Brattell,MSc Business and Management,Philosophy,Joshua Clarke,UG,4,N,27,uvyso0
335,10872360,Alexandros Axup,Alexandros,Axup,BSc Hons Accounting and Business,Law,Susan Burke,PGT,1,N,36,czykb5
336,10203879,Gardener McTavish,Gardener,McTavish,BA Hons Geography with Business,Biosciences,Patricia Collins,PGR,1,N,38,nhyib9
337,10198429,Shelbi Jopke,Shelbi,Jopke,MSc International Business,Biosciences,Simon Chew,PGR,2,Y,30,vkylz4
338,10659509,Ibby Gunton,Ibby,Gunton,MSc International Business,Politics and International Relations,Simon Chew,UG,1,N,33,nbyeb3
339,10666810,Blakeley Ensley,Blakeley,Ensley,MSc International Business,Business School,Allison Chan,PGT,1,N,22,tfytj8
340,10479533,Carri Spenley,Carri,Spenley,MSc Business and Management,Politics and International Relations,Patricia Collins,PGR,1,N,24,ipylb3
341,10496047,Debby Hamberstone,Debby,Hamberstone,BSc Hons Agricultural Business Management,Biosciences,Simon Chew,PGT,1,N,27,aryll6
342,10829266,Fred Raffin,Fred,Raffin,BSc Hons Agricultural Business Management,Biosciences,Allison Chan,PGT,1,N,21,jnydx9
343,10693591,Faith Menham,Faith,Menham,MSc International Business,Politics and International Relations,Kate Beard,PGT,3,N,46,ncykw6
344,10549475,Lissy Brearton,Lissy,Brearton,MBA Business Administration,Law,Simon Chew,PGR,1,N,9,llydx7
345,10138754,Aviva Riseborough,Aviva,Riseborough,MSc International Business,Philosophy,Kevin Berry,PGT,1,N,22,ogyhb9
346,10001575,Moise Reside,Moise,Reside,MBA Business Administration,Law,Simon Chew,UG,1,N,38,pzyrj8
347,10525635,Ilysa Ricci,Ilysa,Ricci,BSc Hons Accounting and Business,Law,Kate Beard,UG,1,N,5,wqygs4
348,10294557,Wrennie Tootell,Wrennie,Tootell,MBA Business Administration,Biosciences,Allison Chan,PGR,2,N,4,hnygi2
349,10004846,Kally Gadeaux,Kally,Gadeaux,BSc Hons Accounting and Business,Politics and International Relations,Kate Beard,UG,3,N,43,nzyth7
350,10092767,Clyve Sacaze,Clyve,Sacaze,MSc International Business,Politics and International Relations,Kevin Berry,UG,3,N,41,wiyac6
351,10283918,Agnola Thody,Agnola,Thody,BSc Hons Accounting and Business,Law,Patricia Collins,PGT,4,Y,27,ytyev5
352,10247593,Clary Marden,Clary,Marden,BSc Hons Accounting and Business,Politics and International Relations,Frances Coady,UG,1,N,44,fsypf0
353,10265014,Kylie Leeves,Kylie,Leeves,BSc Hons Agricultural Business Management,Law,Frances Coady,PGT,3,N,12,xcyyt4
354,10294675,Agathe Boxen,Agathe,Boxen,MBA Business Administration,Biosciences,Joshua Clarke,PGT,1,N,13,ncyia2
355,10866031,Quintana Kimbly,Quintana,Kimbly,BSc Hons Agricultural Business Management,Business School,Simon Chew,UG,2,N,32,piyni2
356,10531416,Serge McIlvoray,Serge,McIlvoray,BSc Hons Agricultural Business Management,Philosophy,Simon Chew,PGR,2,N,27,nqyna7
357,10565954,Grier Kryzhov,Grier,Kryzhov,BSc Hons Accounting and Business,Law,Kate Beard,UG,1,N,25,szykj2
358,10204705,Cordi Mielnik,Cordi,Mielnik,BA Hons Geography with Business,Business School,Susan Burke,PGT,4,N,12,iayna2
359,10719563,Gabe Thewless,Gabe,Thewless,MSc International Business,Biosciences,Kate Beard,PGT,3,N,10,ouygj3
360,10368437,Chandra Ounsworth,Chandra,Ounsworth,BSc Hons Agricultural Business Management,Business School,Allison Chan,PGT,1,N,7,zyypy9
361,10255474,Cynthie Shall,Cynthie,Shall,BSc Hons Accounting and Business,Law,Susan Burke,PGT,1,Y,8,ctyqn6
362,10312377,Matteo Luckin,Matteo,Luckin,BSc Hons Agricultural Business Management,Business School,Susan Burke,UG,1,N,11,fwytk8
363,10781088,Hester Feighry,Hester,Feighry,BSc Hons Accounting and Business,Law,Kate Beard,UG,2,N,12,vxylo0
364,10021944,Lorilyn MacClenan,Lorilyn,MacClenan,MSc International Business,Law,Kevin Berry,PGR,1,N,44,sfyho7
365,10094031,Stillman D'Onise,Stillman,D'Onise,MSc Business and Management,Law,Susan Burke,PGR,1,N,8,ifyce0
366,10443758,Jaquenetta Nutkins,Jaquenetta,Nutkins,MSc Business and Management,Law,Kevin Berry,UG,2,N,19,scyna8
367,10155687,Sue Hutchinson,Sue,Hutchinson,BSc Hons Accounting and Business,Politics and International Relations,Allison Chan,PGT,1,N,30,rhyta4
368,10203072,Crosby Spieght,Crosby,Spieght,BA Hons Geography with Business,Biosciences,Kevin Berry,PGR,1,N,33,txydk0
369,10764353,Stillmann Joincey,Stillmann,Joincey,BSc Hons Agricultural Business Management,Politics and International Relations,Allison Chan,UG,2,Y,19,lsyrk5
370,10275491,Callida Wahlberg,Callida,Wahlberg,BSc Hons Accounting and Business,Law,Kevin Berry,PGR,1,N,33,kjycv9
371,10684158,Davon Devennie,Davon,Devennie,MSc Business and Management,Politics and International Relations,Kate Beard,PGR,3,N,25,beypo2
372,10791400,Kimbell Benardet,Kimbell,Benardet,BSc Hons Accounting and Business,Law,Kevin Berry,UG,3,N,25,wnyql7
373,10600764,Wittie Shallow,Wittie,Shallow,BSc Hons Agricultural Business Management,Law,Frances Coady,UG,1,N,6,bqynb2
374,10110965,Trenna Steffans,Trenna,Steffans,MSc International Business,Politics and International Relations,Frances Coady,PGT,2,N,15,knycq5
